Time,Activo,SPOT,pin_probability,liquidity_void_score,dealer_trap_score,nearest_wall_strike,magnet_strike,wall_above_strike,wall_below_strike
2026-06-23 17:09:29,QQQ,716.83,0.0,100,0.0,740.0,740.0,740.0,0
2026-06-23 17:10:23,QQQ,716.9,0.0,0.0,0.0,700.0,717.0,735.0,700.0
2026-06-23 17:11:22,QQQ,717.09,0.0,0.0,0.0,700.0,717.0,735.0,700.0
2026-06-23 17:12:22,QQQ,717.03,0.0,0.0,0.0,700.0,717.0,735.0,700.0
2026-06-23 17:13:22,QQQ,717.23,0.0,0.0,0.0,700.0,717.0,735.0,700.0
2026-06-23 17:14:22,QQQ,717.17,0.0,0.0,0.0,700.0,717.0,735.0,700.0
2026-06-23 17:15:22,QQQ,716.96,0.0,0.0,0.0,700.0,717.0,735.0,700.0
2026-06-23 17:16:22,QQQ,717.18,0.0,0.0,0.0,700.0,717.0,735.0,700.0
2026-06-23 17:17:22,QQQ,717.1,0.0,0.0,0.0,700.0,717.0,735.0,700.0
2026-06-23 17:18:22,QQQ,716.8,0.0,0.0,0.0,700.0,717.0,735.0,700.0
2026-06-23 17:19:22,QQQ,716.34,0.0,0.0,0.0,735.0,715.0,735.0,693.0
2026-06-23 17:20:22,QQQ,716.57,0.0,0.0,0.0,700.0,715.0,735.0,700.0
2026-06-23 17:21:22,QQQ,716.29,0.0,0.0,0.0,700.0,715.0,735.0,700.0
2026-06-23 17:22:22,QQQ,715.85,0.0,0.0,0.0,700.0,716.0,735.0,700.0
2026-06-23 17:23:22,QQQ,715.63,0.0,0.0,0.0,700.0,715.0,735.0,700.0
2026-06-23 17:24:22,QQQ,715.5,0.0,0.0,0.0,700.0,715.0,735.0,700.0
2026-06-23 17:25:22,QQQ,715.07,0.0,0.0,0.0,700.0,715.0,735.0,700.0
2026-06-23 17:26:22,QQQ,715.08,0.0,0.0,0.0,700.0,715.0,735.0,700.0
2026-06-23 17:27:22,QQQ,715.06,0.0,0.0,0.0,700.0,715.0,735.0,700.0
2026-06-23 17:28:22,QQQ,715.16,0.0,0.0,0.0,700.0,715.0,735.0,700.0
2026-06-23 17:29:22,QQQ,715.14,0.0,0.0,0.0,700.0,715.0,735.0,700.0
2026-06-23 17:30:22,QQQ,715.36,0.0,0.0,0.0,700.0,715.0,735.0,700.0
2026-06-23 17:31:22,QQQ,715.5,0.0,0.0,0.0,700.0,715.0,735.0,700.0
2026-06-23 17:32:22,QQQ,715.42,0.0,0.0,0.0,700.0,715.0,735.0,700.0
2026-06-23 17:33:22,QQQ,715.21,0.0,0.0,0.0,700.0,715.0,735.0,700.0
2026-06-23 17:34:22,QQQ,713.65,0.0,0.0,0.0,700.0,715.0,735.0,700.0
2026-06-23 17:35:22,QQQ,714.26,0.0,0.0,0.0,700.0,715.0,735.0,700.0
2026-06-23 17:36:22,QQQ,714.23,0.0,0.0,0.0,700.0,715.0,735.0,700.0
2026-06-23 17:37:22,QQQ,714.26,0.0,0.0,0.0,700.0,715.0,735.0,700.0
2026-06-23 17:38:22,QQQ,714.06,0.0,0.0,0.0,700.0,714.0,735.0,700.0
2026-06-23 17:39:22,QQQ,714.23,0.0,0.0,0.0,700.0,715.0,735.0,700.0
2026-06-23 17:40:22,QQQ,714.15,0.0,0.0,0.0,700.0,714.0,735.0,700.0
2026-06-23 17:41:22,QQQ,714.38,0.0,0.0,0.0,700.0,715.0,735.0,700.0
2026-06-23 17:42:22,QQQ,713.91,0.0,0.0,0.0,700.0,714.0,735.0,700.0
2026-06-23 17:43:22,QQQ,713.8,0.0,0.0,0.0,700.0,714.0,735.0,700.0
2026-06-23 17:44:22,QQQ,713.57,0.0,0.0,0.0,700.0,715.0,735.0,700.0
2026-06-23 17:45:22,QQQ,713.56,0.0,0.0,0.0,700.0,715.0,735.0,700.0
2026-06-23 17:46:22,QQQ,713.9,0.0,0.0,0.0,700.0,714.0,735.0,700.0
2026-06-23 17:47:22,QQQ,713.86,0.0,0.0,0.0,700.0,714.0,735.0,700.0
2026-06-23 17:48:22,QQQ,713.88,0.0,0.0,0.0,700.0,714.0,735.0,700.0
2026-06-23 17:49:22,QQQ,714.09,0.0,0.0,0.0,700.0,714.0,735.0,700.0
2026-06-23 17:50:22,QQQ,714.05,0.0,0.0,0.0,700.0,714.0,735.0,700.0
2026-06-23 17:51:22,QQQ,714.27,0.0,0.0,0.0,700.0,715.0,735.0,700.0
2026-06-23 17:52:22,QQQ,713.99,0.0,0.0,0.0,700.0,714.0,735.0,700.0
2026-06-23 17:53:22,QQQ,713.95,0.0,0.0,0.0,700.0,714.0,735.0,700.0
2026-06-23 17:54:22,QQQ,714.35,0.0,0.0,0.0,700.0,715.0,735.0,700.0
2026-06-23 17:55:22,QQQ,714.42,0.0,0.0,0.0,700.0,715.0,735.0,700.0
