Time,Activo,SPOT,absorption_score,exhaustion_score,failed_squeeze_flag,bullish_absorption,bearish_absorption,dealer_absorption
2026-06-21 16:58:45,ES,7557.75,0.0,0.0,0,0,0,0
2026-06-21 16:59:45,ES,7555.5,0.0,0.0,0,0,0,0
2026-06-21 17:00:45,ES,7545.0,0.0,0.0,0,0,0,0
2026-06-21 17:01:45,ES,7544.5,0.0,0.0,0,0,0,0
2026-06-21 17:02:45,ES,7546.5,0.0,0.0,0,0,0,0
2026-06-21 17:03:45,ES,7547.0,0.0,25.0,0,0,0,0
2026-06-21 17:04:45,ES,7546.5,0.0,40.0,0,0,0,0
2026-06-21 17:05:45,ES,7547.25,0.0,35.0,0,0,0,0
2026-06-21 17:06:45,ES,7548.75,0.0,35.0,0,0,0,0
2026-06-21 17:07:45,ES,7547.25,0.0,35.0,0,0,0,0
2026-06-21 17:08:45,ES,7543.5,0.0,35.0,0,0,0,0
2026-06-21 17:09:45,ES,7535.0,0.0,0.0,0,0,0,0
2026-06-21 17:10:45,ES,7537.75,0.0,0.0,0,0,0,0
2026-06-21 17:11:45,ES,7537.5,0.0,0.0,0,0,0,0
2026-06-21 17:12:45,ES,7531.25,0.0,0.0,0,0,0,0
2026-06-21 17:13:45,ES,7531.0,0.0,35.0,0,0,0,0
2026-06-21 17:14:45,ES,7531.25,0.0,25.0,0,0,0,0
2026-06-21 17:15:45,ES,7528.75,0.0,25.0,0,0,0,0
2026-06-21 17:16:45,ES,7529.25,0.0,0.0,0,0,0,0
2026-06-21 17:17:45,ES,7532.25,0.0,0.0,0,0,0,0
2026-06-21 17:18:45,ES,7533.25,0.0,0.0,0,0,0,0
2026-06-21 17:19:45,ES,7533.5,0.0,0.0,0,0,0,0
2026-06-21 17:20:45,ES,7537.25,0.0,0.0,0,0,0,0
2026-06-21 17:21:45,ES,7539.0,0.0,0.0,0,0,0,0
2026-06-21 17:22:45,ES,7540.0,0.0,0.0,0,0,0,0
2026-06-21 17:23:45,ES,7541.5,0.0,15.0,0,0,0,0
2026-06-21 17:24:45,ES,7542.0,0.0,15.0,0,0,0,0
2026-06-21 17:25:45,ES,7542.75,0.0,15.0,0,0,0,0
2026-06-21 17:26:45,ES,7543.0,0.0,35.0,0,0,0,0
2026-06-21 17:27:45,ES,7542.75,0.0,35.0,0,0,0,0
2026-06-21 17:28:45,ES,7540.25,0.0,40.0,0,0,0,0
2026-06-21 17:29:45,ES,7541.0,0.0,25.0,0,0,0,0
2026-06-21 17:30:45,ES,7539.0,0.0,0.0,0,0,0,0
2026-06-21 17:31:45,ES,7538.75,0.0,0.0,0,0,0,0
2026-06-21 17:32:45,ES,7539.25,0.0,0.0,0,0,0,0
2026-06-21 17:33:45,ES,7538.0,0.0,0.0,0,0,0,0
2026-06-21 17:34:45,ES,7538.75,0.0,35.0,0,0,0,0
2026-06-21 17:35:45,ES,7537.75,0.0,35.0,0,0,0,0
2026-06-21 17:36:45,ES,7538.25,0.0,35.0,0,0,0,0
2026-06-21 17:37:45,ES,7538.25,0.0,35.0,0,0,0,0
2026-06-21 17:38:45,ES,7537.75,0.0,0.0,0,0,0,0
