2026-05-26 23:37:00,182876.0,8031118.0,0.0,9470220.0,-121.4,-11829.36,11023290.23,0.0,0.0,1.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.43,NEUTRAL,HIGH,25.0,35.3,80.0,40.0,15.0,,7410.0,7515.0,7519.12
2026-05-26 23:38:00,182876.0,8062341.0,0.0,9507197.0,-120.5,-11868.54,11042989.46,-8693331.0,17250262.0,1.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.48,NEUTRAL,HIGH,35.0,35.3,100,60.0,15.0,FLOW_EXPANSION_BULLISH,7570.0,7515.0,7519.12
2026-05-26 23:39:00,182876.0,8137147.0,0.0,9528212.0,-139.9,-11942.35,11386286.72,-5827494.0,17222641.0,1.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.43,NEUTRAL,HIGH,50.0,35.3,100,85.0,15.0,FLOW_EXPANSION_BULLISH|DEALER_SQUEEZE|CALL_WALL_LADDERING,7635.0,7500.0,7519.12
2026-05-26 23:40:00,182876.0,8141042.0,0.0,9532723.0,-140.64,-11951.86,11432297.38,-4372722.0,8641218.0,1.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.43,NEUTRAL,HIGH,50.0,35.3,100,85.0,15.0,FLOW_EXPANSION_BULLISH|DEALER_SQUEEZE|CALL_WALL_LADDERING,7575.0,7520.0,7519.12
2026-05-26 23:41:00,182876.0,8152056.0,0.0,9547942.0,-142.25,-11965.79,11534671.96,-3503424.0,8649844.0,1.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.43,NEUTRAL,HIGH,50.0,35.3,100,85.0,15.0,FLOW_EXPANSION_BULLISH|DEALER_SQUEEZE|CALL_WALL_LADDERING,7595.0,7610.0,7519.12
2026-05-26 23:42:00,182876.0,8155648.0,0.0,9647263.0,-116.18,-12052.71,10745403.25,-60315.0,36160.0,1.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.43,NEUTRAL,HIGH,50.0,35.3,100,85.0,15.0,FLOW_EXPANSION_BULLISH|DEALER_SQUEEZE|CALL_WALL_LADDERING,7610.0,7480.0,7519.12
2026-05-26 23:43:00,182876.0,8174468.0,0.0,9688621.0,-112.31,-12098.0,10661560.53,-58710.0,-10994.0,1.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.41,NEUTRAL,HIGH,25.0,35.2,80.0,50.0,15.0,,7585.0,7480.0,7519.12
2026-05-26 23:44:00,182876.0,8182254.0,0.0,9699801.0,-112.45,-12115.26,10648550.17,-43339.0,-43366.0,1.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.36,NEUTRAL,HIGH,40.0,35.2,100,75.0,15.0,DEALER_SQUEEZE|CALL_WALL_LADDERING,7620.0,7495.0,7519.12
2026-05-26 23:45:00,182876.0,8243664.0,0.0,9738524.0,-124.66,-12187.63,10940677.33,-61685.0,4814.0,1.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.48,NEUTRAL,HIGH,35.0,35.3,80.0,60.0,15.0,FLOW_EXPANSION_BULLISH,7600.0,7520.0,7519.12
2026-05-26 23:46:00,182876.0,8265612.0,0.0,9749237.0,-128.94,-12210.99,10936028.55,-62970.0,30959.0,1.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.48,NEUTRAL,HIGH,35.0,35.3,100,60.0,15.0,FLOW_EXPANSION_BULLISH,7585.0,7490.0,7519.12
2026-05-26 23:47:00,182876.0,8274957.0,0.0,9753441.0,-131.65,-12224.04,10983455.52,-45097.0,-9209.0,1.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.36,BULLISH,HIGH,40.0,20.3,80.0,50.0,15.0,,7590.0,7515.0,7519.12
2026-05-26 23:48:00,182876.0,8279352.0,0.0,9766192.0,-129.63,-12236.16,10904888.1,-36491.0,38431.0,1.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.45,BULLISH,HIGH,50.0,20.3,100,60.0,15.0,FLOW_EXPANSION_BULLISH,7590.0,7465.0,7519.12
2026-05-26 23:49:00,182876.0,8287329.0,0.0,9781382.0,-128.86,-12251.59,10920231.15,-37331.0,48443.0,1.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.48,NEUTRAL,HIGH,35.0,35.3,100,60.0,15.0,FLOW_EXPANSION_BULLISH,7675.0,7560.0,7519.12
2026-05-26 23:50:00,182876.0,8316063.0,0.0,9790678.0,-135.29,-12274.99,10937925.37,-24911.0,-3009.0,1.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.41,NEUTRAL,HIGH,25.0,35.3,80.0,50.0,15.0,,7620.0,7520.0,7519.12
2026-05-26 23:51:00,182876.0,8340788.0,0.0,9806413.0,-140.0,-12307.29,11003796.57,-26470.0,-18538.0,1.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.37,BEARISH,HIGH,25.0,50.3,100,50.0,35.0,,7590.0,7500.0,7519.12
2026-05-26 23:52:00,182876.0,8364941.0,0.0,9873182.0,-130.83,-12365.67,11107380.24,-41945.0,-36314.0,1.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.41,NEUTRAL,HIGH,25.0,35.3,100,50.0,15.0,,7580.0,7535.0,7519.12
2026-05-26 23:53:00,182876.0,8373471.0,0.0,9888581.0,-130.06,-12384.96,11045567.73,-43302.0,-21172.0,1.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.33,NEUTRAL,HIGH,40.0,35.3,100,50.0,35.0,,7635.0,7460.0,7519.12
2026-05-26 23:54:00,182876.0,8375731.0,0.0,9893791.0,-130.01,-12393.88,11071709.03,-40162.0,-1529.0,1.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.36,BULLISH,HIGH,40.0,20.3,80.0,50.0,15.0,,7645.0,7485.0,7519.12
2026-05-26 23:55:00,182876.0,8418261.0,0.0,9993784.0,-116.69,-12504.17,10476392.05,-61061.0,7717.0,1.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.45,BULLISH,HIGH,50.0,20.3,80.0,60.0,15.0,FLOW_EXPANSION_BULLISH,7630.0,7480.0,7519.12
2026-05-26 23:56:00,182876.0,8426306.0,0.0,10005902.0,-118.44,-12529.49,10620758.75,-57001.0,707.0,1.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.4,NEUTRAL,HIGH,50.0,35.3,80.0,60.0,35.0,FLOW_EXPANSION_BULLISH,7630.0,7475.0,7519.12
2026-05-26 23:57:00,182876.0,8433851.0,0.0,10012211.0,-119.62,-12538.66,10677917.16,-41588.0,-43147.0,1.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.36,BULLISH,HIGH,40.0,20.3,100,50.0,15.0,,7630.0,7550.0,7519.12
2026-05-26 23:58:00,182876.0,8440646.0,0.0,10029742.0,-118.64,-12566.51,10739058.33,-41667.0,55549.0,1.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.44,BEARISH,HIGH,35.0,50.3,100,60.0,35.0,FLOW_EXPANSION_BULLISH,7590.0,7485.0,7519.12
2026-05-27 00:00:00,58395.0,8598359.0,0.0,10133450.0,-134.93,-12748.95,9608374.76,0.0,0.0,1.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.39,BULLISH,HIGH,40.0,20.3,80.0,40.0,15.0,,7410.0,7515.0,7519.12
2026-05-27 00:01:00,58395.0,8614614.0,0.0,10495599.0,-47.71,-12934.93,9654613.34,-9525909.0,18295010.0,1.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.48,NEUTRAL,HIGH,35.0,35.1,100,60.0,15.0,FLOW_EXPANSION_BULLISH,7560.0,7535.0,7519.12
2026-05-27 00:02:00,58395.0,8619924.0,0.0,10503719.0,-47.31,-12942.97,9688248.56,-6355083.0,18659984.0,1.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.43,NEUTRAL,HIGH,50.0,35.1,100,85.0,15.0,FLOW_EXPANSION_BULLISH|DEALER_SQUEEZE|CALL_WALL_LADDERING,7570.0,7525.0,7519.12
2026-05-27 00:03:00,58395.0,8625414.0,0.0,10514626.0,-46.55,-12954.49,9730048.33,-4770411.0,9510996.0,1.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.43,NEUTRAL,HIGH,50.0,35.1,100,85.0,15.0,FLOW_EXPANSION_BULLISH|DEALER_SQUEEZE|CALL_WALL_LADDERING,7595.0,7525.0,7519.12
2026-05-27 00:04:00,58395.0,8693183.0,0.0,10548646.0,-58.16,-13017.37,9765804.3,-3836687.0,9482037.0,1.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.43,NEUTRAL,HIGH,50.0,35.1,100,85.0,15.0,FLOW_EXPANSION_BULLISH|DEALER_SQUEEZE|CALL_WALL_LADDERING,7660.0,7505.0,7519.12
2026-05-27 00:05:00,58395.0,8719150.0,0.0,10579684.0,-60.17,-13060.71,9952630.43,-113405.0,137520.0,1.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.43,NEUTRAL,HIGH,50.0,35.1,100,85.0,15.0,FLOW_EXPANSION_BULLISH|DEALER_SQUEEZE|CALL_WALL_LADDERING,7595.0,7520.0,7519.12
2026-05-27 00:06:00,58395.0,8726090.0,0.0,10594249.0,-58.68,-13075.17,9986585.58,-42025.0,-45186.0,1.0,NEGATIVE,SHORT_GAMMA,CALL_SQUEEZE,0.38,BULLISH,HIGH,55.0,20.1,100,75.0,15.0,DEALER_SQUEEZE|CALL_WALL_LADDERING,7610.0,7525.0,7519.12
2026-05-27 00:07:00,58395.0,8729270.0,0.0,10653969.0,-44.18,-13108.09,10043350.06,-51919.0,11956.0,1.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.45,BULLISH,HIGH,50.0,20.1,80.0,60.0,15.0,FLOW_EXPANSION_BULLISH,7585.0,7530.0,7519.12
2026-05-27 00:08:00,58395.0,8742190.0,0.0,10685336.0,-40.05,-13131.85,10105440.4,-57497.0,36500.0,1.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.45,BULLISH,HIGH,50.0,20.1,100,60.0,15.0,FLOW_EXPANSION_BULLISH,7675.0,7530.0,7519.12
