2026-05-26 23:37:00,7150872.0,8675652.0,4794662.0,5384462.0,-463.96,-1051.99,-4484873.48,0.0,0.0,0.1972,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.45,BEARISH,MEDIUM,0.0,35.7,50.7,0.0,30.0,,7350.0,7540.0,7538.5
2026-05-26 23:38:00,7150872.0,8686312.0,4794662.0,5391892.0,-465.01,-1066.3,-4506645.44,-1066335.0,2096490.0,0.1972,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.53,BEARISH,HIGH,10.0,35.7,70.8,10.0,30.0,,7580.0,7525.0,7539.25
2026-05-26 23:39:00,7154438.0,8687342.0,4798242.0,5410508.0,-460.53,-1077.91,-4514086.18,-715057.0,2102080.0,0.1971,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.56,BEARISH,HIGH,10.0,35.7,70.8,0.0,30.0,,7520.0,7525.0,7539.5
2026-05-26 23:40:00,7154438.0,8688242.0,4807522.0,5410692.0,-463.3,-1070.08,-4477018.35,-534244.0,1064182.0,0.1962,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.46,NEUTRAL,HIGH,25.0,35.7,70.6,35.0,30.0,,7560.0,7525.0,7539.5
2026-05-26 23:41:00,7166978.0,8691922.0,4818922.0,5417692.0,-462.18,-1058.61,-4516940.54,-424743.0,1069320.0,0.1959,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.53,BEARISH,HIGH,10.0,35.7,70.8,10.0,30.0,,7550.0,7525.0,7539.75
2026-05-26 23:42:00,7170378.0,8723662.0,4830422.0,5428068.0,-471.35,-1091.25,-4371628.06,-7270.0,13375.0,0.195,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.52,NEUTRAL,HIGH,25.0,20.7,70.1,0.0,30.0,,7520.0,7555.0,7540.0
2026-05-26 23:43:00,7170415.0,8723700.0,4844072.0,5438748.0,-471.04,-1087.59,-4252250.01,-3058.0,-1509.0,0.1936,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.38,NEUTRAL,HIGH,15.0,20.7,69.5,10.0,30.0,,7645.0,7480.0,7540.5
2026-05-26 23:44:00,7170515.0,8729580.0,4844072.0,5451178.0,-469.4,-1104.35,-4291495.01,-4200.0,-24879.0,0.1936,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.38,NEUTRAL,HIGH,15.0,20.7,69.7,10.0,30.0,,7695.0,7525.0,7540.5
2026-05-26 23:45:00,7172975.0,8737380.0,4848828.0,5479182.0,-467.65,-1129.98,-4606829.24,-11557.0,-7632.0,0.1933,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.38,NEUTRAL,HIGH,15.0,20.7,71.1,10.0,30.0,,7555.0,7480.0,7542.0
2026-05-26 23:46:00,7173005.0,8737380.0,4854508.0,5479182.0,-469.12,-1126.7,-4607923.95,-13067.0,-1574.0,0.1928,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.37,BEARISH,MEDIUM,15.0,35.7,51.1,35.0,30.0,,7640.0,7565.0,7541.75
