8185.0,0.0,0,0
8180.0,0.0,0,0
8175.0,0.0,0,0
8170.0,0.0,0,0
8165.0,0.0,0,0
8160.0,0.0,0,0
8155.0,0.0,0,0
8150.0,0.0,0,0
8145.0,0.0,0,0
8140.0,0.0,0,0
8135.0,0.0,0,0
8130.0,0.0,0,0
8125.0,0.0,0,0
8120.0,0.0,0,0
8115.0,0.0,0,0
8110.0,0.0,0,0
8105.0,0.0,0,0
8100.0,0.0,0,0
8095.0,0.0,0,0
8090.0,0.0,0,0
8085.0,0.0,0,0
8080.0,0.0,0,0
8075.0,0.0,0,0
8070.0,0.0,0,0
8065.0,0.0,0,0
8060.0,0.0,0,0
8055.0,0.0,0,0
8050.0,0.0,0,0
8045.0,0.0,0,0
8040.0,0.0,0,0
8035.0,0.0,0,0
8030.0,0.0,0,0
8025.0,0.0,0,0
8020.0,0.0,0,0
8015.0,0.0,0,0
8010.0,0.0,0,0
8005.0,0.0,0,0
8000.0,0.0,0,0
7995.0,0.0,0,0
7990.0,0.0,0,0
7985.0,0.0,0,0
7980.0,0.0,0,0
7975.0,0.0,0,0
7970.0,0.0,0,0
7965.0,0.0,0,0
7960.0,0.0,0,0
7955.0,0.0,0,0
7950.0,0.0,0,0
7945.0,0.0,0,0
7940.0,0.0,0,0
7935.0,0.0,0,0
7930.0,0.0,0,0
7925.0,0.0,0,0
7920.0,0.0,0,0
7915.0,0.0,0,0
7910.0,0.0,0,0
7905.0,0.0,0,0
7900.0,0.0,0,0
7895.0,0.0,0,0
7890.0,0.0,0,0
7885.0,-9.131274118347006e-278,0,0
7880.0,-8.441384602378471e-229,0,0
7875.0,0.0,0,0
7870.0,-2.598458274681332e-144,0,0
7865.0,-1.521303010395066e-108,0,0
7860.0,-4.405243435218198e-78,0,0
7855.0,-3.711914924967855e-52,0,0
7850.0,-5.1666599612177186e-30,0,0
7845.0,-7.648932680083229e-13,0,0
7840.0,0.0,0,0
7835.0,4.883127704482644e-230,0,0
7830.0,143701260224.6844,0,0
7825.0,-10356504314.139156,0,0
7820.0,-7776217889.526595,0,0
7815.0,1.0406976295156968e-85,0,0
7810.0,5.131576845794212e-118,0,0
7805.0,1.1426976150896512e-172,0,0
7800.0,1.2950952135864245e-207,0,0
7795.0,7.636218176122649e-216,0,0
7790.0,1.9464429696174796e-244,0,0
7785.0,1.0587698235161857e-271,0,0
7780.0,0.0,0,0
7775.0,0.0,0,0
7770.0,0.0,0,0
7765.0,0.0,0,0
7760.0,0.0,0,0
7755.0,0.0,0,0
7750.0,0.0,0,0
7745.0,0.0,0,0
7740.0,0.0,0,0
7735.0,0.0,0,0
7730.0,0.0,0,0
7725.0,0.0,0,0
7720.0,0.0,0,0
7715.0,0.0,0,0
7710.0,0.0,0,0
7705.0,0.0,0,0
7700.0,0.0,0,0
7695.0,0.0,0,0
7690.0,0.0,0,0
7685.0,0.0,0,0
7680.0,0.0,0,0
7675.0,0.0,0,0
7670.0,0.0,0,0
7665.0,0.0,0,0
7660.0,0.0,0,0
7655.0,0.0,0,0
7650.0,0.0,0,0
7645.0,0.0,0,0
7640.0,0.0,0,0
7635.0,0.0,0,0
7630.0,0.0,0,0
7625.0,0.0,0,0
7620.0,0.0,0,0
7615.0,0.0,0,0
7610.0,0.0,0,0
7605.0,0.0,0,0
7600.0,0.0,0,0
7595.0,0.0,0,0
7590.0,0.0,0,0
7585.0,0.0,0,0
7580.0,0.0,0,0
7575.0,0.0,0,0
7570.0,0.0,0,0
7565.0,0.0,0,0
7560.0,0.0,0,0
7555.0,0.0,0,0
7550.0,0.0,0,0
7545.0,0.0,0,0
7540.0,0.0,0,0
7535.0,0.0,0,0
7530.0,0.0,0,0
7525.0,0.0,0,0
7520.0,0.0,0,0
7515.0,0.0,0,0
7510.0,0.0,0,0
7505.0,0.0,0,0
7500.0,0.0,0,0
7495.0,0.0,0,0
7490.0,0.0,0,0
7485.0,0.0,0,0
