2025-11-11 06:03:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:04:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:05:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:06:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:07:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:08:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:09:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:10:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:11:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:12:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:13:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:14:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:15:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:16:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:17:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:18:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:19:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:20:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:21:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:22:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:23:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:24:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:25:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:26:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:27:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:28:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:29:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:30:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:31:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:32:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:33:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:34:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:35:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:36:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:37:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:38:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:39:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:40:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:41:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:42:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:43:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:44:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:45:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:46:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:47:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:48:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:49:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:50:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:51:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:52:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:53:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:54:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:55:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:56:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:57:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:58:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 06:59:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:00:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:01:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:02:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:03:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:04:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:05:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:06:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:07:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:08:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:09:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:10:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:11:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:12:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:13:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:14:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:15:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:16:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:17:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:18:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:19:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:20:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:21:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:22:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:23:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:24:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:25:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:26:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:27:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:28:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:29:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:30:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:31:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:32:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:33:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:34:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:35:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:36:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:38:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:39:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:40:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:41:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:42:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:43:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:44:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:45:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:46:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:47:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:48:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:49:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:50:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:51:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:52:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:53:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:54:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:55:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:56:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:57:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:58:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 07:59:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 08:00:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 08:01:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 08:02:00,25600,,,,24750,,,,,,,,,,,25611.737
2025-11-11 08:03:00,25600,,,,24750,,,,,,,,,,,25611.737
