7785.0,0.0,0,0
7780.0,0.0,0,0
7775.0,0.0,0,0
7770.0,0.0,0,0
7765.0,0.0,0,0
7760.0,0.0,0,0
7755.0,0.0,0,0
7750.0,0.0,0,0
7745.0,0.0,0,0
7740.0,0.0,0,0
7735.0,0.0,0,0
7730.0,0.0,0,0
7725.0,0.0,0,0
7720.0,0.0,0,0
7715.0,0.0,0,0
7710.0,0.0,0,0
7705.0,0.0,0,0
7700.0,0.0,0,0
7695.0,0.0,0,0
7690.0,0.0,0,0
7685.0,0.0,0,0
7680.0,0.0,0,0
7675.0,0.0,0,0
7670.0,0.0,0,0
7665.0,0.0,0,0
7660.0,0.0,0,0
7655.0,0.0,0,0
7650.0,0.0,0,0
7645.0,0.0,0,0
7640.0,0.0,0,0
7635.0,0.0,0,0
7630.0,0.0,0,0
7625.0,0.0,0,0
7620.0,0.0,0,0
7615.0,0.0,0,0
7610.0,0.0,0,0
7605.0,0.0,0,0
7600.0,0.0,0,0
7595.0,0.0,0,0
7590.0,0.0,0,0
7585.0,0.0,0,0
7580.0,0.0,0,0
7575.0,0.0,0,0
7570.0,0.0,0,0
7565.0,0.0,0,0
7560.0,0.0,0,0
7555.0,0.0,0,0
7550.0,0.0,0,0
7545.0,0.0,0,0
7540.0,0.0,0,0
7535.0,0.0,0,0
7530.0,0.0,0,0
7525.0,0.0,0,0
7520.0,0.0,0,0
7515.0,0.0,0,0
7510.0,0.0,0,0
7505.0,0.0,0,0
7500.0,0.0,0,0
7495.0,0.0,0,0
7490.0,0.0,0,0
7485.0,-1.0875807469045274e-126,0,0
7480.0,0.0,0,0
7475.0,0.0,0,0
7470.0,0.0,0,0
7465.0,0.0,0,0
7460.0,-9.315010075106992e-242,0,0
7455.0,10929431252.31074,0,0
7450.0,-1398642858.315694,0,0
7445.0,-7964637862.239489,0,0
7440.0,-20672750771.254604,0,0
7435.0,5.912794630441831e-09,0,0
7430.0,0.0,0,0
7425.0,0.0,0,0
7420.0,0.0,0,0
7415.0,0.0,0,0
7410.0,9.012612401734516e-279,0,0
7405.0,6.111204095529469e-187,0,0
7400.0,0.0,0,0
7395.0,3.2334918511696032e-288,0,0
7390.0,0.0,0,0
7385.0,0.0,0,0
7380.0,0.0,0,0
7375.0,0.0,0,0
7370.0,0.0,0,0
7365.0,0.0,0,0
7360.0,0.0,0,0
7355.0,0.0,0,0
7350.0,3.403905913930062e-194,0,0
7345.0,7.421749022038881e-205,0,0
7340.0,0.0,0,0
7335.0,2.1103795526023626e-223,0,0
7330.0,0.0,0,0
7325.0,0.0,0,0
7320.0,0.0,0,0
7315.0,0.0,0,0
7310.0,0.0,0,0
7305.0,0.0,0,0
7300.0,0.0,0,0
7295.0,0.0,0,0
7290.0,0.0,0,0
7285.0,0.0,0,0
7280.0,0.0,0,0
7275.0,0.0,0,0
7270.0,0.0,0,0
7265.0,0.0,0,0
7260.0,0.0,0,0
7255.0,0.0,0,0
7250.0,0.0,0,0
7245.0,0.0,0,0
7240.0,0.0,0,0
7235.0,0.0,0,0
7230.0,0.0,0,0
7225.0,0.0,0,0
7220.0,0.0,0,0
7215.0,0.0,0,0
7210.0,0.0,0,0
7205.0,0.0,0,0
7200.0,0.0,0,0
7195.0,0.0,0,0
7190.0,0.0,0,0
7185.0,0.0,0,0
7180.0,0.0,0,0
7175.0,0.0,0,0
7170.0,0.0,0,0
7165.0,0.0,0,0
7160.0,0.0,0,0
7155.0,0.0,0,0
7150.0,0.0,0,0
7145.0,0.0,0,0
7140.0,0.0,0,0
7135.0,0.0,0,0
7130.0,0.0,0,0
7125.0,0.0,0,0
7120.0,0.0,0,0
7115.0,0.0,0,0
7110.0,0.0,0,0
7105.0,0.0,0,0
7100.0,0.0,0,0
7095.0,0.0,0,0
7090.0,0.0,0,0
7085.0,0.0,0,0
